Unnamed: 0,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q111_First Click,Q111_Last Click,Q111_Page Submit,Q111_Click Count,Q62_2,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q93,Q94,Q98_First Click,Q98_Last Click,Q98_Page Submit,Q98_Click Count,Q106_First Click,Q106_Last Click,Q106_Page Submit,Q106_Click Count,Q103_First Click,Q103_Last Click,Q103_Page Submit,Q103_Click Count,Q107_1,Q107_2,Q107_3,Q107_4,Q108,Q109_First Click,Q109_Last Click,Q109_Page Submit,Q109_Click Count,Q23,Q23_15_TEXT,Q3,Q4,Q5,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q54_1,Q54_2,Q54_3,Q54_4,Q59,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q24,Q25,Q26,Q27,Q28,Q29,Q33,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,fdback_1,fdback_2,fdback_3,fdback_4,Q58,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,Q50,Q51,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q53_1,Q53_2,Q53_3,Q53_4,Q58.1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q74,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q90,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,Q99_1,Q99_2,Q99_3,Q99_4,Q100,Q101_First Click,Q101_Last Click,Q101_Page Submit,Q101_Click Count,Q124,Q55,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,qreg,showexamplan,show_stress,stress_A,stress_B,stress_C,stress_D,stress_E,stress_F,showdailyplan,showgrowthmindset,intro_A,intro_B,Create New Field or Choose From Dropdown...,modifiedsurvey,dailyplanemail,growthmindsetemail,examplanemail,stressemail
171,2020-01-26 14:26:15,2020-01-26 14:34:33,IP Address,100,498,True,2020-01-26 14:34:34,R_1r94B8Pbk3qaOXN,,anonymous,EN,,,,,2.204,4.06,4.765,5.0,45c694abd19f037847b34fd5038b880c832261da3b766b412f1c872c8344eb675583337cddd938594660010493c3a90b38c517c566f558ba3a91d4e5a1824fd2,0.7709999999999999,17.961,17.901,4.0,Somewhat Agree,Somewhat Agree,7.933,15.805,17.879,5.0,1.15,1.15,2.121,1.0,0.735,5.77,7.638999999999999,3.0,Lengthy,Not really,Finish A1,Send it to first years only please,Mostly Disagree,3.032,59.821999999999996,61.216,16.0,,,,,,,,,,,,,,,,,,,Finish A1,Reflecting on stress and emotions,,,,Wuhan corona virus,,2.589,42.526,43.66,9.0,Lengthy,Not really,Finish A1,Motivation,Mostly disagree,1.179,43.86,44.47,11.0,,,,,,,,,,,,,,,,0.875,1.744,2.434,3.0,The brain is plastic and can grow from experiences.,0.6890000000000001,21.879,36.454,15.0,1.526,1.526,2.906,1.0,0.609,0.609,1.575,1.0,"People with a growth mindset are more open to new experiences, which in turn shape their brain to be stronger in areas responsible to these functions.",6.882999999999999,49.17100000000001,50.373000000000005,4.0,0.687,0.687,1.69,1.0,0.19899999999999998,0.19899999999999998,1.088,1.0,Be open to subjects that are out of my comfort zone and try to push myself through it.,Try my best.,6.318,37.625,43.402,3.0,Lengthy,Not really useful,Interactive videos may be more fun than reading,Motivation,Mostly Disagree,1.464,119.73,120.306,14.0,Strongly Disagree,It’s kind of long,2.63,17.085,17.8,6.0,1.0190000000000001,1.0190000000000001,5.287000000000001,1.0,,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes,,toacknowledgexamisdone,no,no,,
172,2020-01-26 14:10:59,2020-01-26 14:40:48,IP Address,100,1788,True,2020-01-26 14:40:48,R_6FNuktHeW5dYOEp,,anonymous,EN,,,,,0.0,0.0,2.497,0.0,8cf242db6074fda30324ff4c0a9351585150e9173c7a27a89c19a6bcdb1e23e8f5b757eae04ab096d3a1f2239094c0257e450269a3eaf83db34ac8401ac1f5f3,219.40900000000002,236.146,251.257,4.0,Somewhat Agree,Somewhat Agree,4.978,43.023,45.483999999999995,4.0,0.0,0.0,6.07,0.0,0.0,0.0,3.9219999999999997,0.0,It is useful,It can help me have a better understanding,It is useful,No. It's okay,Somewhat Agree,10.502,256.013,308.89099999999996,8.0,"Past midterms,Perform exercises on PCRS,Videos on PCRS,Office Hours",,I can do more practice and be more confident.,I will go over past test and go to office hours if I have any questions. ,In the library from 6 to 9 on Wednesday and Friday.,9.47,328.39599999999996,331.005,19.0,It is good,I can know the things I do not understand,It is useful,More fun computer lessons,Slightly Agree,37.045,174.615,226.46099999999998,8.0,I will spend 8 hours to study my mid-term. I will focus on past time and the videos that post on Quercus ,Goals for the next 24 hours,,yes. I will not spend time on Youtube. I will focus on my school work,,,,15.009,104.137,173.71099999999998,7.0,somewhere helpful,let me have a reflection,do unreality plan,more fun videos about computer science ,Somewhat agree,3.352,152.991,156.135,9.0,"do not be stressful, be confident on the exam",,8.718,33.023,71.12,2.0,It is not useful,I know how to relax ,spending time on the survey ,more interesting fun videos,Somewhat disagree,10.993,93.21799999999999,103.45100000000001,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,may be next time put more fun videos on the modules.,9.097000000000001,10.333,40.609,2.0,11.468,11.468,27.377,1.0,,yes,yes,no,no,yes,no,yes,no,yes,no,no,yes,,toacknowledgexamisdone,no,,yes,no
173,2020-01-26 14:10:08,2020-01-26 14:50:00,IP Address,100,2391,True,2020-01-26 14:50:00,R_3lDfpgcTC9Svphi,,anonymous,EN,0.0,0.0,16.897000000000002,0.0,,,,,2707e34edb5bc7148a1753bc44ee063168d5181cd2fba2bf6526de836f5ae3be4bb365a4b3d504fc4fb94170d5759bf1803b4e7b956f339e202fd3292441d865,4.997,30.151,39.082,5.0,Neither Agree nor Disagree,Neither Agree nor Disagree,3.154,3.5780000000000003,4.4510000000000005,2.0,0.0,0.0,2.219,0.0,0.0,0.0,4.601,0.0,no feeling,maybe it depends on the questions I face.,it's basic knowledge,coding,Neither Agree nor Disagree,9.124,36.213,44.365,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,379.655,0.0,"When people face challenges, brain develops, which increases people's intelligence.",3.988,79.681,116.19200000000001,12.0,0.0,0.0,2.969,0.0,0.0,0.0,1.975,0.0,A fixed mindset does not help your mind grow. Growth mindset develops your brain and help you to get smarter. Which you will be able to solve to challenges that you faced or might face.,1.228,95.34,165.195,4.0,4.515,4.515,5.7139999999999995,1.0,0.0,0.0,0.584,0.0,Ask for help when I can't solve a question by myself.,Ask for other's help when in need rather than avoiding it.,1.062,513.227,541.406,2.0,nothing,maybe depending wether I face hard questions or not.,It's basic knowledge.,coding,Neither Agree nor Disagree,2.274,92.16799999999999,93.594,8.0,Neither Agree nor Disagree,no,3.7110000000000003,4.4239999999999995,7.712999999999999,2.0,2.214,2.214,8.42,1.0,,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,,toacknowledgexamisdone,,no,,
174,2020-01-26 14:37:14,2020-01-26 14:50:28,IP Address,100,793,True,2020-01-26 14:50:28,R_ebXTNaqPKLhriUN,,anonymous,EN,0.0,0.0,2.048,0.0,,,,,92cb33146ac0c697d340d43e524dc4c6f5bdcae6282e9ba4600ab1cea4102819b53155d6d55b676363391ab743809616482c9f7e8a32cd14b5e7c288b68b1841,3.3760000000000003,77.8,187.179,2.0,Neither Agree nor Disagree,Neither Agree nor Disagree,59.952,60.938,61.785,2.0,0.0,0.0,1.474,0.0,0.0,0.0,1.8769999999999998,0.0,good,reduces stress,it is useful,to help reduce frustration,Neither Agree nor Disagree,12.142999999999999,177.697,191.987,6.0,Past midterms,,I can prepare for the midterm.,It is useful looking over the format of the midterm.,I will study at home until I understand the course material.,14.526,77.917,102.279,4.0,,,,,Neither agree nor disagree,2.62,7.803,8.642000000000001,2.0,"3, at home.",Goals for the next 24 hours,,Yes,,,,4.949,30.14,36.11,8.0,,,,,Neither agree nor disagree,1.43,1.43,2.7119999999999997,1.0,,,0.0,0.0,2.492,0.0,,,,,Neither agree nor disagree,1.016,1.016,1.932,1.0,1.946,1.946,2.235,1.0,"If I practice more, the more smarter I will get.",5.94,44.576,48.79,4.0,0.0,0.0,2.698,0.0,0.0,0.0,0.799,0.0,Just sleep more and relax when writing the midterm.,1.188,1.188,38.332,1.0,0.0,0.0,0.857,0.0,0.0,0.0,0.526,0.0,There is nothing.,There is nothing...,0.7909999999999999,50.576,50.898999999999994,3.0,,,,,Neither Agree nor Disagree,4.172,4.172,5.585,1.0,Neither Agree nor Disagree,,3.735,4.919,7.2139999999999995,2.0,0.0,0.0,2.106,0.0,,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,,toacknowledgexamisdone,yes,no,no,no
175,2020-01-26 14:26:52,2020-01-26 14:52:16,IP Address,100,1523,True,2020-01-26 14:52:16,R_ReuJRr47kUMfvEJ,,anonymous,EN,,,,,0.0,0.0,149.371,0.0,693f7adf5362919d67193156ecada21deafe7bc781e59326f809c886e8988a0bd71c12a481e7f772380903401d1532f3319d6dbd190fc6cf0aff8a8925070730,1.361,26.683000000000003,30.680999999999997,3.0,Strongly Agree,Disagree,9.033,36.944,40.699,3.0,0.0,0.0,56.097,0.0,8.288,8.288,251.002,1.0,i already knew this,would be useful if i didnt know it or wanted to improve my studying,i could use the time to work on other subjects,the list could be more exustive,Somewhat Disagree,11.213,71.168,94.427,9.0,,,,,,,,,,,,,,,,,,,right now im working on the assignment so the assignment is helping me review but no plans to spend studying for exam,Obstacles you may encounter in next 24 hours,,,"time, the commute home takes awhile anf csc is done on a computer so i have less time inthe week to work on it",,,14.118,106.97200000000001,172.093,5.0,,,,,Mostly disagree,4.723,16.246,26.919,2.0,this can be helpful because it changes my idea of stress being a bad thing and using it to help me focus and perform better.,use stress as a weapon,3.3939999999999997,303.829,328.316,6.0,it offered  a new perspective,"everyone gets stressed, so do i, learning how to use stress is important",might not be useful if the person already knows it. working on assignment to help alieviate stress would be useful use of time,i would like activities like these to teach us universal skills we can use everyday,Somewhat agree,42.65,265.741,340.24300000000005,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly Disagree,,9.017000000000001,9.017000000000001,13.109000000000002,1.0,0.0,0.0,8.384,0.0,,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,,toacknowledgexamisdone,yes,,,no
176,2020-01-26 14:33:11,2020-01-26 14:52:22,IP Address,100,1151,True,2020-01-26 14:52:22,R_2pVSP9IzLGviYWc,,anonymous,EN,0.0,0.0,9.925,0.0,,,,,4e22896e612ada2bda52e44b8db9f50f28562b14df18d8f3677b9cecb3b09aa5948518a0c01b350fab7bec5618ac0121f105d6bd10fb8c9d1bc2a69d6be02f9f,19.207,79.649,132.656,10.0,Neither Agree nor Disagree,Somewhat Disagree,5.899,41.38,50.486999999999995,8.0,6.996,6.996,17.351,1.0,1.6119999999999999,13.37,16.293,6.0,,,,,,8.4,32.867,34.022,5.0,,,,,,,,,,,,,,,,,,,More than 5 hours at home. I will work on notes and the questions that I did not know how to deal with before.,Reflecting on stress and emotions,,,,"To relax for a while, such as listening to music. ",,1.9680000000000002,228.424,229.55,32.0,It is good.,I can manage my time better.,The survey costs a little bit long to complete.,I think shorter is better.,Neither agree nor disagree,14.368,175.206,176.733,15.0,"Having stress is a normal thing during the exam, we need to calm down and think about the questions, solutions and concepts.",Calm down! Think more!,2.763,263.466,265.54200000000003,38.0,Good,I find ways to calm down during the exams.,None,"None, it is good",Slightly Agree,1.248,80.396,81.271,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,None,2.708,66.92,67.95,11.0,1.518,19.878,35.554,2.0,,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,,toacknowledgexamisdone,no,,,yes
177,2020-01-26 14:50:03,2020-01-26 15:00:14,IP Address,100,610,True,2020-01-26 15:00:15,R_27UoS45vDK0JGcr,,anonymous,EN,,,,,0.0,0.0,17.746,0.0,0470fc9134ee59228ade95ca5c84c4f6126fbddc96ae38b5031208a89cdf8021a6018c34b0f3b881fd9a7cd31d3c4975ec6a69a1bb486e6a416c6b845f015a99,2.5069999999999997,25.241999999999997,41.408,3.0,Neither Agree nor Disagree,Somewhat Disagree,32.427,48.948,52.106,2.0,0.0,0.0,16.049,0.0,0.0,0.0,6.2139999999999995,0.0,good,"useful, better for study skill",this is useful,no,Somewhat Agree,8.799,92.83,95.805,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,no,336.962,338.32099999999997,342.066,2.0,9.446,9.446,32.389,1.0,,no,no,no,yes,yes,no,yes,no,no,no,no,yes,,toacknowledgexamisdone,,,,
178,2020-01-26 14:07:50,2020-01-26 15:03:20,IP Address,100,3330,True,2020-01-26 15:03:21,R_PtyQolzQuoJheP7,,anonymous,EN,,,,,0.0,0.0,4.379,0.0,5c051bdb1c99743428eb77e43d0111db5e6c05766515c8fd6590ec745d8b58350bff2d4e8b3698fb0696ca380b25a4b6208bf168cbf2dc5166078c2bbf5528ad,36.205,68.73100000000001,72.278,3.0,Agree,Somewhat Disagree,23.175,28.055,30.517,2.0,0.0,0.0,3.031,0.0,0.0,0.0,43.88399999999999,0.0,It gives us pratical and usefu tips.,It provide many advice in detail from preview to review.,The whole process might take too long. It is hard to follow thoroughly. I have other courses to study.,I think this activity is good enough.,Mostly Agree,4.894,304.763,337.75199999999995,10.0,,,,,,,,,,,,,,,,,,,"I will spend 2-3 hours working on assignment 1 at the lab. At the mean tme, spending 2-3 hours reviewing the subjects we learned from courses at home.",Obstacles you may encounter in next 24 hours,,,"I will follow the slides and check about the unsure knowledge.
I can ask the professors or TA questions next week.",,,23.636999999999997,317.16700000000003,416.156,20.0,It encourage us to spend more time to prepare for the mid term adn assignments.,It reminds us that the mid term is coming soon. It's time to working on it.,"It is not useful if we not keep to our plan. Also, study is a long-term process. We need to continuously work hard on the course.",I would like this activities to be more frequent as we work on the courses.,Somewhat agree,3.572,402.666,404.163,18.0,,,0.0,0.0,33.742,0.0,,,,,Somewhat agree,21.866,28.261999999999997,30.408,3.0,29.991,29.991,32.007,1.0,"Brain is like a high-advanced machine. However, if we are not using it frequently, it will get rusty. Learning is how we keep running our brain. When we put effort to learn new knowledge or skills, we help the brain to work more smoothly. As a result, people's intelligence also grow.",1.8119999999999998,161.84799999999998,398.975,6.0,1.901,42.933,97.56299999999999,2.0,34.396,63.13,65.009,7.0,"Developing a growth mindset is the first step to make progress. People with a fixed mindset won't admit or correct their deficiencies. Therefore, these will hardly make progess. Just like Fiona in the passages, she also has the math talents like Gabi to fixed the questions. However, since Fiona is having a fixed mindset, she rejects to solve the hard questions. She does not grow her talents at the end. Conversely, Gabi seems to be bad at math at first. Her hard works lead to a good results. Gabi with her growth mindset make a big difference.",7.005,620.85,671.206,37.0,0.0,0.0,1.689,0.0,0.0,0.0,16.893,0.0,"Instead of blamming on my own mistakes, it is more important to keep challenging and fixed the mistakes.","I would think about the hard problems more to challenge myself. I can also discuss with someone else who know the solutions for hints. If I respond to the situations with a fixed mindset, I might never know the solutions.",13.911,213.44799999999998,257.085,8.0,I recognizes the importance of a growth mindset through this activity.,I get encouraged to face hard questions.,A growth mindset might bring anxiety since people will always think they do not solve problems because they do not work hard enough.,A fixed mindset is sometimes hard to change. A little advice be provided might be helpful,Mostly Agree,1.89,197.34400000000002,261.26,13.0,Somewhat Agree,,7.525,8.422,11.783,2.0,0.0,0.0,13.47,0.0,,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,,toacknowledgexamisdone,no,yes,,yes
179,2020-01-26 10:59:05,2020-01-26 11:03:13,IP Address,37,248,False,2020-01-26 15:03:55,R_3CIWARtDzzSSn0W,,anonymous,EN,,,,,1.294,6.191,11.687999999999999,2.0,7dfdcefb07b2f08488d70395a0a17c103e9f6d702ab3113f76334c8b639d8d6759cd1cc2059098ed9ffccc5a0bb241d0bc18996be4d3ce833b1cf47e0628aeb2,1.706,12.401,183.33599999999998,3.0,Neither Agree nor Disagree,Somewhat Agree,29.779,31.275,34.425,2.0,0.0,0.0,8.061,0.0,2.6910000000000003,3.923,6.145,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,,toacknowledgexamisdone,,no,no,no
180,2020-01-26 10:48:12,2020-01-26 11:06:58,IP Address,67,1125,False,2020-01-26 15:07:05,R_2QrKfIEGktDaj4g,,anonymous,EN,,,,,0.0,0.0,11.911,0.0,7fd89ed6a37eed7f55ba88c64c30ee014e5ff70e28e597c451e6a3cb975b347ec97b13bb318be38509b5d6985915338bc540bbe4ed664c58e4f85cfcb6236f5b,1.5019999999999998,1.5019999999999998,42.248999999999995,1.0,Neither Agree nor Disagree,Somewhat Agree,18.393,25.083000000000002,26.316,2.0,,,,,,,,,,,,,,,,,,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Piazza discussion board,Worksheets from Rehearse/Lecture",,"Past midterms = get a feel for the structure and type of questions that will be asked in the midterm, so that you are not surprised
prepare + perform = helps in understanding the code that is being used and how to make your own code, which helps for the midterm
videos on pcrs = same as prepare + perform
piazza = students and teachers can help in understanding if you cannot make it to office hours
worksheets = same as prepare + perform","past midterms = i will do the midterms, compare answers to solutions, post on piazza/go to office hours for help on what i do not understand
prepare + perform = revisit some modules where i had difficulty in the practice midterms
videos on pcrs = same as prepare + perform
piazza = if i do not understand why a certain answer is the answer and not what i have written, i can ask my fellow students and my professors on how to better my understanding of the question and be more prepared for the next similar type of question
worksheets = help understanding of certain concepts",study in a library near me. not for too long as spending too much time studying is very ineffective and bad for health. Perhaps 2 hours in morning and 2 in the afternoon. Maybe the midterm in the morning and then going over difficult concepts/wrong answers in the afternoon.,15.005,316.61,399.24,11.0,it was helpful,makes me think how i can use resources effectively,some people already know what they need to do,planning for my studies. i am unsure of how this activity can be improved at this time.,Somewhat agree,5.825,69.542,70.61,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,,toacknowledgexamisdone,yes,,yes,
181,2020-01-26 14:16:15,2020-01-26 15:12:58,IP Address,100,3403,True,2020-01-26 15:12:58,R_2EEJf0cZLGAyAAG,,anonymous,EN,0.0,0.0,3.6430000000000002,0.0,,,,,659c4db6d0e05a944c4b5755b4f81fe98c83e8b7dc874ea1e3b6bdeb60db96fe44e33739670175811c41afea899399b71bca8a57f4f29bbc21a34cb26638ae7d,1.7590000000000001,54.937,58.422,5.0,Somewhat Disagree,Somewhat Agree,25.029,36.176,40.743,2.0,211.354,211.354,292.709,1.0,34.48,34.48,37.614000000000004,1.0,the activity is useful,provide advices to do well in test,"it costs long time to read all the information, it would be better to transform the text into some image or video",use more interesting way to show the information,Somewhat Agree,112.36399999999999,782.438,783.803,17.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Working with other students,Office Hours,Notes from Rehearse/Lecture,Worksheets from Rehearse/Lecture,Posted Slides and other resources",,"past tests give me basic concept about what the exam will looks like
PCRS provides some exercises about the knowledge 
notes from lecture let me know what is covered in class ",I also found assignment was pretty helpful to learn function design.,"1. watch the videos from PCRS again and make some notes about it
2. Lecture PPT
3. 2016-2017 past test ",5.992000000000001,814.561,874.3610000000001,29.0,helpful ,make a better time management ,unnecessary to write comments again and again,use multiple choice questions below for comments,Slightly Agree,7.108,126.661,127.661,8.0,,,,,,,,,,,,,,,,,,,,,,Being stress will help to focus on the subject,7.864,78.387,127.90100000000001,4.0,Great activity telling the stress can be helpful,telling the stress can be helpful,"the activity is a little bit time-consuming, while I can use the time to do more past tests",it's fine,Somewhat agree,203.05200000000002,952.1389999999999,953.362,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,unnecessary to ask comments for every activities or can ask questions in the form of multiple questions above,5.737,8.208,71.586,2.0,3.2969999999999997,3.2969999999999997,14.277000000000001,1.0,,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,,toacknowledgexamisdone,,,yes,no
182,2020-01-26 14:14:01,2020-01-26 15:15:27,IP Address,100,3685,True,2020-01-26 15:15:28,R_5d8Bgr5lUysgpz3,,anonymous,EN,0.0,0.0,13.220999999999998,0.0,,,,,ebc872b03b5695a1bbd92f656a6f5954a3aa2df6f3e7692d60c329b84652457f54518069641106696150bc7d254467cb38363ccdaa3b72cf736256fa15df2270,1.579,23.344,35.238,4.0,Agree,Somewhat Agree,24.875999999999998,32.211999999999996,33.705,2.0,0.0,0.0,42.299,0.0,0.0,0.0,13.767999999999999,0.0,good ,very useful,it is unrealistic,no,Somewhat Agree,2.905,44.678999999999995,46.705,4.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Piazza discussion board",,This helps me to resolve the problems efficiently.,replay the videos on PCRS and repeat the exercises as well.,review all the pcrs contents and exercises every day for 2h and the slides on lecture. then do some past papers.,15.593,96.214,193.52599999999998,8.0,good,useful ,it is really helpful,review session,Mostly agree,82.29799999999999,126.319,127.53299999999999,7.0,8h for sleep and 5h for study and 1.5h for gym,Obstacles you may encounter in next 24 hours,,,"not enough time 
plan my time table well ",,,6.655,72.319,95.54299999999999,7.0,good,"very helpful 
it reminds me my plan",i forget sometimes ,warn me the next exam is coming ,Mostly agree,6.355,55.792,57.643,8.0,,,,,,,,,,,,,,,,0.0,0.0,51.401,0.0,"When we are learning new things, the connections will keep copying and multiplying which might be a hard start but it gets easier in the future.",316.982,321.64599999999996,392.98699999999997,3.0,0.0,0.0,133.38299999999998,0.0,8.354,8.354,59.843999999999994,1.0,"Don't be unconfident about your current situation. If you don't try and learn now, how could you know the results could be good or bad in the future. Never give up and believe in yourself. Practice makes perfect and you will get better if you keep challenging yourself. It could be tough in the beginning, but we all experienced that and it would be passed.",1230.382,1230.382,1449.082,1.0,0.0,0.0,471.93300000000005,0.0,0.0,0.0,141.641,0.0,I would discuss the problems more frequently with my friends and ask teachers for help.,I will talk to my friends and work together. We should practice more challenging problems instead of avoiding them as this helps us to overcome the problems.,11.462,86.289,179.56599999999997,4.0,It helps me to think in a different way.,very useful,do some sports ,no,Mostly Agree,7.7379999999999995,93.425,94.55799999999999,5.0,Mostly Agree,no,5.101,7.341,10.492,2.0,1.755,8.442,20.44,2.0,,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,,toacknowledgexamisdone,yes,yes,no,
183,2020-01-26 14:09:02,2020-01-26 15:16:16,IP Address,100,4034,True,2020-01-26 15:16:17,R_1CIUw1RZnDEt85a,,anonymous,EN,0.0,0.0,5.87,0.0,,,,,37470b4372905fae709f1621dfb5e5ce54343a09b2c7c0ba62628f90b1ca12a1e2037d32ae13be16814f65a1f4b12823f8213ff288fadee3cd2848dac4cbaa76,1.148,276.562,293.438,4.0,Somewhat Agree,Disagree,12.645,17.672,18.922,2.0,0.0,0.0,3.46,0.0,0.0,0.0,1.6880000000000002,0.0,good,give me advise,it is useful,no I think everything were okay,Mostly Agree,5.5120000000000005,57.708,58.51,13.0,"Past midterms,Perform exercises on PCRS,Videos on PCRS,Working with other students,Office Hours,Worksheets from Rehearse/Lecture,Posted Slides and other resources",,i believe these resources will provide me a good chance to practice on each topic we learn,I would like to do the worksheets first and then do the past test. For those questions I was wrong I will go back to the lecture slides to figure out or go to the office hour.,i would like to start review in next weekend in the library for 2-4 hours per day,10.514000000000001,1146.92,1148.374,43.0,good,let me make a plan,,,Slightly Agree,2.0869999999999997,37.621,39.051,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,,8.296,9.332,13.38,2.0,1.585,1.585,19.861,1.0,,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,,toacknowledgexamisdone,,,no,
184,2020-01-26 15:02:15,2020-01-26 15:23:20,IP Address,100,1264,True,2020-01-26 15:23:20,R_3R9N6xprA94wOrr,,anonymous,EN,5.6979999999999995,5.6979999999999995,6.641,1.0,,,,,5a95d3a59d9ef877f321d62ce1690ed9f26f8a178bd7ff2807f61de73d4345fc72f40188c6153db4ee90a1c0d73a89470c361f6523dd12427e250ef5aa2ff149,2.218,24.298000000000002,29.255,4.0,Somewhat Agree,Disagree,12.415,57.847,60.183,5.0,5.732,7.129,9.856,2.0,9.266,9.266,27.65,1.0,those study tips can help me to consolidate my knowledge bases.,"this help me to review in a more organized way, and improve the efficiency","some tips may not fit my study style at all, I may have revision based on my own study style ","for the self testing parts, this can help my to improve my memorization and help me more familiar with those questions, ",Mostly Agree,15.902000000000001,190.81900000000002,191.675,16.0,,,,,,,,,,,,,,,,,,,"I will spend at least 3 hrs for the midterm review, the most thing I will focus on is the practice and past paper, and I will try to review each lecture notes at the time I'm working on the practice questions.",Goals for the next 24 hours,,"the goal in the newt day is somewhat realistic since the midterm is almost coming, I will spend more time on reviewing as the time approach to the test date. I can create a schedule list to organize my plans. ",,,,27.893,348.42900000000003,350.093,12.0,"I think this activity can keep us in organize, and follow the schedules can help us clarify what are we doing  ","i think this would be will useful to me, since I'm having lots of works, assignments, test, and midterms in the next few weeks, by having a clear plan can avoid any miss works and late submissions. ","it may not be useful because the plans always have many unexpected changes. the better way to spend the time, is having nice scheduled plans and trying to attend every activities that can fulfill our free time","by having activities like any workshop or coffee chat, etc. that can help me for planning my future career.",Somewhat agree,34.751,389.983,468.56300000000005,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,"for the answer space, I think it will be better the provide a larger rectangle box for each questions, thus we can see the entire answer we typed before",7.582999999999999,19.677,88.37899999999999,2.0,1.528,1.528,12.988,1.0,,no,no,no,yes,no,yes,no,no,yes,no,yes,no,,toacknowledgexamisdone,yes,,,
